Date,Sales
2021-12-28,24.10281242459136
2021-12-29,25.23417354298157
2021-12-30,26.751328605622696
2021-12-31,33.11793951778648
2022-01-01,35.078553162026424
2022-01-02,34.85307399038187
2022-01-03,30.0563663971744
2022-01-04,26.230138214293795
2022-01-05,24.54022183677124
2022-01-06,29.29037604650172
2022-01-07,32.372406540107704
2022-01-08,35.62226754739427
2022-01-09,36.10958565095439
2022-01-10,28.702240938857557
2022-01-11,24.60308004761614
2022-01-12,25.84911852420848
2022-01-13,26.68138214748178
2022-01-14,34.539115633053385
2022-01-15,35.15665920318982
2022-01-16,33.828980142457404
2022-01-17,32.322942026480426
2022-01-18,27.704079837536312
2022-01-19,27.09728077647702
2022-01-20,29.11055021087129
2022-01-21,32.08426876234935
2022-01-22,37.83034313704857
2022-01-23,34.65843158294676
2022-01-24,31.5524563957964
2022-01-25,27.52081701387561
2022-01-26,25.4247117229596
2022-01-27,29.16858492294195
2022-01-28,34.21770111897055
2022-01-29,36.646703715105154
2022-01-30,34.17703416331396
2022-01-31,31.3982381742061
2022-02-01,28.24995094278892
2022-02-02,25.235153956319056
2022-02-03,28.754871012268204
2022-02-04,33.21034089568245
2022-02-05,38.46954191242891
2022-02-06,36.29872971091061
2022-02-07,31.85746183624116
2022-02-08,26.50364897165655
2022-02-09,26.818971007342245
2022-02-10,28.58017289193853
2022-02-11,34.027325005678435
2022-02-12,36.33443210557069
2022-02-13,36.65286824884463
2022-02-14,32.37659081661491
2022-02-15,27.415266290523856
2022-02-16,27.025728528712065
2022-02-17,28.511444043865367
2022-02-18,32.85423685469845
2022-02-19,37.75966988521408
2022-02-20,36.49310844927067
2022-02-21,32.78503143689211
2022-02-22,30.35670982096582
2022-02-23,27.924201303040824
2022-02-24,29.041683327151723
2022-02-25,35.81251073549994
2022-02-26,36.35437077343804
2022-02-27,36.21485034908349
2022-02-28,32.43175839467542
2022-03-01,30.03690776775122
2022-03-02,26.58496699400198
2022-03-03,29.478067013936897
2022-03-04,34.947041922978684
2022-03-05,37.35679989758746
2022-03-06,38.15307087600469
2022-03-07,31.77006849163659
2022-03-08,27.52609639369073
2022-03-09,27.241901771305997
2022-03-10,30.15647310190356
2022-03-11,37.32502650122101
2022-03-12,39.3196989908753
2022-03-13,37.46398619528337
2022-03-14,31.974564481169885
2022-03-15,29.86792802250343
2022-03-16,27.029506468660877
2022-03-17,29.45973445581828
2022-03-18,36.93352423975635
2022-03-19,39.03722079587438
2022-03-20,38.64729377767896
2022-03-21,33.86872765294304
2022-03-22,30.23039565800457
2022-03-23,27.728696222750266
2022-03-24,30.320262710811328
2022-03-25,36.77708896568557
2022-03-26,38.26686851977564
2022-03-27,37.38688517614791
2022-03-28,33.44446749648263
2022-03-29,29.741044205126915
2022-03-30,28.375727904796936
2022-03-31,30.329554259177804
2022-04-01,35.80187604457114
2022-04-02,37.19687503172514
2022-04-03,39.05166640492537
2022-04-04,32.64794234439334
2022-04-05,28.96918170667346
2022-04-06,29.1318868953114
2022-04-07,31.314942556204628
2022-04-08,38.33850904281088
2022-04-09,38.47742127422613
2022-04-10,39.04348582324735
2022-04-11,34.56071718177256
2022-04-12,29.25547154836071
2022-04-13,29.95299847658216
2022-04-14,32.23295922137359
2022-04-15,37.91728499861771
2022-04-16,40.94378233791326
2022-04-17,41.28967090317883
2022-04-18,36.28652794943641
2022-04-19,30.40438320815944
2022-04-20,29.54034263847453
2022-04-21,33.85416514848304
2022-04-22,38.15075817812668
2022-04-23,41.11040971004715
2022-04-24,37.85947890958738
2022-04-25,35.2756738756012
2022-04-26,30.38553413689623
2022-04-27,30.40964641509369
2022-04-28,33.006355162953
2022-04-29,38.755673355496704
2022-04-30,41.13749639914087
2022-05-01,40.61276291600717
2022-05-02,35.18358090326416
2022-05-03,30.529118790183663
2022-05-04,30.06967212284788
2022-05-05,33.43748513873441
2022-05-06,38.574646182959086
2022-05-07,43.42958713464037
2022-05-08,40.13417780223752
2022-05-09,35.04405499950721
2022-05-10,31.477583270402427
2022-05-11,30.36612584140434
2022-05-12,34.28598702636935
2022-05-13,37.00469743295942
2022-05-14,41.58354017814988
2022-05-15,40.682941491863616
2022-05-16,36.58218103620038
2022-05-17,31.57624897713652
2022-05-18,30.94180008631445
2022-05-19,32.73044464361339
2022-05-20,38.40217456404188
2022-05-21,41.32741670793284
2022-05-22,41.292485000159566
2022-05-23,35.54381756817808
2022-05-24,33.304763147811855
2022-05-25,33.02420636054178
2022-05-26,32.43452052758228
2022-05-27,39.67175317818207
2022-05-28,42.897186218979776
2022-05-29,40.588997928345904
2022-05-30,36.65272818567115
2022-05-31,32.740684468514885
2022-06-01,31.581930936648696
2022-06-02,34.54549258354873
2022-06-03,37.91949064107402
2022-06-04,43.72260974873264
2022-06-05,42.656053545935
2022-06-06,36.58663574079586
2022-06-07,31.7571407182994
2022-06-08,32.75078669250321
2022-06-09,34.62871758278281
2022-06-10,40.08744761072487
2022-06-11,42.60094976680449
2022-06-12,42.617973704968335
2022-06-13,38.44474914365603
2022-06-14,32.84796766763831
2022-06-15,31.196357860655358
2022-06-16,33.97156715526069
2022-06-17,40.90587382651118
2022-06-18,42.081418926165526
2022-06-19,41.769618599599454
2022-06-20,37.503685961549486
2022-06-21,33.87099774983232
2022-06-22,30.99344201020391
2022-06-23,36.09328414938973
2022-06-24,41.16938547123831
2022-06-25,43.70870027099423
2022-06-26,42.31554878219973
2022-06-27,38.54740016626889
2022-06-28,34.672611391742066
2022-06-29,30.507129059623846
2022-06-30,38.21041786084668
2022-07-01,41.38558777009206
2022-07-02,43.31786960156255
2022-07-03,42.58548157871057
2022-07-04,39.29374177734926
2022-07-05,34.50746110706755
2022-07-06,31.59903734826896
2022-07-07,38.6689984139552
2022-07-08,41.23495379017156
2022-07-09,45.34045089566535
2022-07-10,42.63438510611378
2022-07-11,40.68637705424583
2022-07-12,35.25990873499416
2022-07-13,34.588565650525894
2022-07-14,35.90925218644887
2022-07-15,42.90663973708668
2022-07-16,45.36009634848432
2022-07-17,44.9782811834632
2022-07-18,38.8719124403585
2022-07-19,34.842537927641104
2022-07-20,36.633638513734375
2022-07-21,36.244489729874346
2022-07-22,41.90954474672583
2022-07-23,46.15716954655231
2022-07-24,44.124159921612986
2022-07-25,40.43295367975333
2022-07-26,35.274116016839045
2022-07-27,35.04977770389789
2022-07-28,36.34797870086047
2022-07-29,44.05362512702223
2022-07-30,45.25211413882102
2022-07-31,43.69625674990135
2022-08-01,40.86638308203192
2022-08-02,35.562845258713295
2022-08-03,33.69546334464769
2022-08-04,36.6577880467984
2022-08-05,43.43926760009424
2022-08-06,45.56070474580326
2022-08-07,44.5927333942298
2022-08-08,41.62774380597638
2022-08-09,35.246739237345174
2022-08-10,34.6490440631856
2022-08-11,37.96962574341458
2022-08-12,43.18984603672119
2022-08-13,46.02810673265903
2022-08-14,44.789547761508246
2022-08-15,40.83837359790444
2022-08-16,36.616259769810775
2022-08-17,35.01011742749867
2022-08-18,37.891512564041776
2022-08-19,43.72001080512794
2022-08-20,45.52936310095406
2022-08-21,44.26907969470737
2022-08-22,40.9377077488745
2022-08-23,36.91589802993817
2022-08-24,38.33644531334861
2022-08-25,38.34980527673969
2022-08-26,44.738755172373565
2022-08-27,47.51746651815415
2022-08-28,44.587489998694366
2022-08-29,42.3732529774026
2022-08-30,36.23968440590859
2022-08-31,33.77054957805363
2022-09-01,40.01082507695519
2022-09-02,42.38960386396624
2022-09-03,47.57121264575541
2022-09-04,45.44242405616112
2022-09-05,43.60955079618999
2022-09-06,38.84207444541784
2022-09-07,36.32633601219907
2022-09-08,39.0666679415673
2022-09-09,43.28141704431002
2022-09-10,47.02935555165694
2022-09-11,46.1960794587137
2022-09-12,41.9353064556084
2022-09-13,38.28026890137426
2022-09-14,37.70824331377931
2022-09-15,40.45416000958888
2022-09-16,44.08135052349742
2022-09-17,46.382486710147965
2022-09-18,48.190966802000645
2022-09-19,41.96055081544996
2022-09-20,37.82127144616676
2022-09-21,36.95853250374936
2022-09-22,38.611436002439234
2022-09-23,44.71752044336355
2022-09-24,47.69062236994164
2022-09-25,47.79679325224171
2022-09-26,43.6984571491075
2022-09-27,38.82733593518827
2022-09-28,38.76157019016475
2022-09-29,41.14447053639704
2022-09-30,45.52981233580148
